%time,field.x,field.y,field.z
1504376033293526044,-7.91134500504,7.22056245804,-1.39811420441
1504376033446201774,-7.91806554794,7.22111940384,-1.39136147499
1504376033627547659,-7.9254655838,7.22798109055,-1.38551855087
1504376033744127034,-7.93375587463,7.23506307602,-1.38118946552
1504376033902335368,-7.94008255005,7.24307155609,-1.38242053986
1504376034094864118,-7.94570207596,7.25148582458,-1.38332474232
1504376034209881253,-7.95453834534,7.25816917419,-1.38154566288
1504376034371801253,-7.96778774261,7.26542186737,-1.37558174133
1504376034543964691,-7.97097921371,7.26696634293,-1.3685785532
1504376034677384118,-7.97062158585,7.26642084122,-1.35925829411
1504376034832227816,-7.974132061,7.26781749725,-1.35181951523
1504376035005161098,-7.96944379807,7.26941394806,-1.34147250652
1504376035138799952,-7.96649932861,7.27092552185,-1.3277772665
1504376035295087140,-7.96210289001,7.27006816864,-1.32009661198
1504376035465818181,-7.95238113403,7.26589822769,-1.30646216869
1504376035605446879,-7.94206428528,7.26014518738,-1.29389798641
1504376035795330890,-7.93508625031,7.2494597435,-1.29492461681
1504376035918172036,-7.92949151993,7.24099302292,-1.30163574219
1504376036081171567,-7.92357730865,7.23395633698,-1.29855060577
1504376036228160578,-7.92004060745,7.22980928421,-1.29423356056
1504376036389064067,-7.91186904907,7.21838331223,-1.2921974659
1504376036537523234,-7.90970468521,7.2114109993,-1.2927223444
1504376036692748286,-7.90927934647,7.20591592789,-1.28859603405
1504376036846570474,-7.90947198868,7.20164251328,-1.28688097
1504376036997668130,-7.91185331345,7.20095586777,-1.27938556671
1504376037162193339,-7.9109210968,7.19576406479,-1.28100979328
1504376037342176152,-7.91007566452,7.18971443176,-1.27968001366
1504376037483082402,-7.90686893463,7.18367671967,-1.28113400936
1504376037642972818,-7.89454555511,7.1771068573,-1.28192269802
1504376037846768652,-7.88331985474,7.16988563538,-1.28461539745
1504376037971492350,-7.87527132034,7.16358137131,-1.28571641445
1504376038123221360,-7.85787820816,7.15754365921,-1.28317916393
1504376038320067194,-7.83884191513,7.15198564529,-1.28037595749
1504376038433604902,-7.82654047012,7.14768600464,-1.2788797617
1504376038588825423,-7.81096172333,7.13944387436,-1.2738275528
1504376038794983965,-7.79281806946,7.13017034531,-1.2713394165
1504376038905772038,-7.78072738647,7.12814712524,-1.26899254322
1504376039053744903,-7.7709980011,7.13913154602,-1.24483072758
1504376039246197403,-7.75303077698,7.15613794327,-1.17050766945
1504376039369145476,-7.73963594437,7.19628000259,-1.04488492012
1504376039529249070,-7.73519182205,7.25321340561,-0.866379261017
1504376039712681987,-7.73828649521,7.32654476166,-0.632039964199
1504376039835629435,-7.74345684052,7.39687585831,-0.373637914658
1504376039995349018,-7.75892210007,7.47459840775,-0.143596827984
1504376040173894383,-7.78231096268,7.52342748642,0.043718367815
1504376040301004227,-7.79614496231,7.53631591797,0.207482099533
1504376040460515321,-7.78796577454,7.51737737656,0.365476459265
1504376040632215946,-7.77986431122,7.49871921539,0.532912254333
1504376040773811206,-7.76573514938,7.47359609604,0.702048957348
1504376040921270738,-7.74547147751,7.46211385727,0.866299510002
1504376041107540529,-7.69954156876,7.4656996727,1.04152846336
1504376041232992248,-7.61081647873,7.49273729324,1.21459794044
1504376041390619540,-7.45333003998,7.55108833313,1.38479268551
1504376041549619280,-7.23964452744,7.63245248795,1.54810678959
1504376041696885894,-6.99150800705,7.70971059799,1.70048761368
1504376041856925270,-6.69172716141,7.77941083908,1.85989570618
1504376042012972197,-6.37490177155,7.84144973755,2.00795125961
1504376042193497145,-6.03320455551,7.89152526855,2.16010713577
1504376042328611676,-5.69881629944,7.9167804718,2.30880498886
1504376042480095270,-5.36819219589,7.93068981171,2.45375752449
1504376042652161572,-5.01834964752,7.95331573486,2.60370850563
1504376042807249854,-4.67291545868,7.9486041069,2.75056099892
1504376042954147302,-4.34650945663,7.92365884781,2.88592123985
1504376043110376625,-4.03633737564,7.87182569504,3.01802611351
1504376043274314073,-3.75241422653,7.797290802,3.14215350151
1504376043414776729,-3.46562147141,7.69707632065,3.27813434601
1504376043581329229,-3.19084382057,7.57566404343,3.41862177849
1504376043732661156,-2.93008494377,7.42240190506,3.54000234604
1504376043880888084,-2.67281079292,7.25072383881,3.65621852875
1504376044048741521,-2.41897082329,7.07131481171,3.76579475403
1504376044204918084,-2.19437074661,6.86687517166,3.87693619728
1504376044343460636,-1.98946118355,6.64431285858,3.9753139019
1504376044510836313,-1.79744446278,6.41118431091,4.06729507446
1504376044671835845,-1.61853349209,6.18067455292,4.15860891342
1504376044818566938,-1.4455126524,5.97169923782,4.25541114807
1504376044991518605,-1.29970097542,5.79937696457,4.34925413132
1504376045158968658,-1.16269052029,5.63414287567,4.45260429382
1504376045287693710,-1.03984248638,5.47326660156,4.56057739258
1504376045449669126,-0.950667560101,5.34385633469,4.65142297745
1504376045749920429,-0.824384450912,5.1810092926,4.8529009819
1504376045920023346,-0.796389102936,5.15119886398,4.9519276619
1504376046224085325,-0.792936444283,5.14778137207,5.14257049561
1504376046390058346,-0.804509520531,5.15835857391,5.23856210709
1504376046694533971,-0.811586916447,5.18155574799,5.42521572113
1504376046867902357,-0.808484852314,5.19419336319,5.52393913269
1504376047045075534,-0.78103107214,5.19871091843,5.63205623627
1504376047153086784,-0.746514320374,5.21843385696,5.73364686966
1504376047322109076,-0.68642270565,5.24465942383,5.83004951477
1504376047486546628,-0.61269813776,5.26974201202,5.91647052765
1504376047623225378,-0.557374238968,5.27702999115,5.9972653389
1504376047790157305,-0.528316438198,5.27778816223,6.07178878784
1504376047949651420,-0.519375622272,5.26705789566,6.14322519302
1504376048090022722,-0.528383851051,5.24854946136,6.20992040634
1504376048250216056,-0.554191410542,5.22577381134,6.26779460907
1504376048413621472,-0.580411732197,5.2152967453,6.3291683197
1504376048551322254,-0.600637257099,5.20748329163,6.39780569077
1504376048723333139,-0.617020130157,5.19798612595,6.47010374069
1504376048882675796,-0.637048482895,5.1862950325,6.53485393524
1504376049010933817,-0.668202936649,5.1748085022,6.58744716644
1504376049178359077,-0.696313858032,5.17214202881,6.62925720215
1504376049332638713,-0.72114855051,5.17409896851,6.67526912689
1504376049477275692,-0.742029964924,5.17476224899,6.71628952026
1504376049649171890,-0.762673377991,5.16647911072,6.74766731262
1504376049801306369,-0.787005066872,5.16595649719,6.7879114151
1504376049938696369,-0.801640272141,5.17055606842,6.83444356918
1504376050117870693,-0.811114251614,5.16942882538,6.88122701645
1504376050266893349,-0.81659924984,5.15988111496,6.9236831665
1504376050404290641,-0.820600271225,5.16218709946,6.97516059875
1504376050563521057,-0.817044258118,5.16895103455,7.03591442108
1504376050724580276,-0.810135543346,5.17364120483,7.10382413864
1504376050875577829,-0.801828622818,5.17740058899,7.1657948494
1504376051032826474,-0.790080189705,5.19021654129,7.23392295837
1504376051198364131,-0.786109149456,5.19533061981,7.28525400162
1504376051357276527,-0.78001075983,5.19940471649,7.32565593719
1504376051492659444,-0.773564755917,5.20286417007,7.3648314476
1504376051658209287,-0.769691109657,5.20576095581,7.40321683884
1504376051818390798,-0.772655189037,5.20417833328,7.43356800079
1504376051968749913,-0.775071799755,5.19613790512,7.45013999939
1504376052135280642,-0.780631363392,5.18787288666,7.46831274033
1504376052294137413,-0.788542091846,5.18331098557,7.49067831039
1504376052425966163,-0.798592865467,5.17647504807,7.51230859756
1504376052590085069,-0.807353675365,5.16649436951,7.53062343597
1504376052767695538,-0.803376615047,5.14769744873,7.54909992218
1504376052897980278,-0.789585530758,5.11970949173,7.61996793747
1504376053053846111,-0.753228843212,5.06279373169,7.80424118042
1504376053227033664,-0.690273106098,4.96297979355,8.05146980286
1504376053370470643,-0.589265286922,4.83121395111,8.28230857849
1504376053542375278,-0.459020107985,4.66999721527,8.48945140839
1504376053674408091,-0.30307713151,4.48545503616,8.69312572479
1504376053832282883,-0.151364684105,4.30900096893,8.88668727875
1504376054007103664,-0.0284449439496,4.12500238419,9.05021858215
1504376054141133248,0.0907492041588,3.94911646843,9.17168140411
1504376054296302362,0.200300633907,3.79922485352,9.25813865662
1504376054472224602,0.300426036119,3.67176938057,9.32569694519
1504376054606312050,0.37793558836,3.56483864784,9.35306358337
1504376054762776998,0.44575843215,3.48343086243,9.36066150665
1504376054922396738,0.503131508827,3.41384339333,9.36142158508
1504376055079132467,0.549114406109,3.35909056664,9.37089824677
1504376055237076842,0.602807223797,3.30343556404,9.3890504837
1504376055405587363,0.632472395897,3.26799964905,9.39064693451
1504376055540124655,0.65154081583,3.25302696228,9.3993473053
1504376055699154603,0.659861028194,3.24873399734,9.39787006378
1504376055879119447,0.66350787878,3.24698781967,9.41056060791
1504376056003342832,0.661975324154,3.24735450745,9.41107368469
1504376056171234864,0.656635701656,3.24787712097,9.41204166412
1504376056338558874,0.651396512985,3.24965429306,9.42358493805
1504376056470959760,0.646333932877,3.25515341759,9.42691612244
1504376056798396062,0.622720599174,3.27531147003,9.36293888092
1504376056937055489,0.609096944332,3.28421616554,9.33822441101
1504376057246564292,0.602020561695,3.30477809906,9.29617977142
1504376057406932261,0.584549605846,3.31306862831,9.29184913635
1504376057594161011,0.570573329926,3.31172132492,9.29567432404
1504376057710114917,0.563298285007,3.30698394775,9.28508090973
1504376057878062990,0.562110364437,3.30332732201,9.26040744781
1504376058185752053,0.565696299076,3.28783559799,9.22901153564
1504376058337959188,0.555020928383,3.26436495781,9.19752216339
1504376058532463511,0.527121782303,3.2225959301,9.17169952393
1504376058670021793,0.49701038003,3.16249799728,9.15700435638
1504376058803904553,0.472840070724,3.11587882042,9.15037536621
1504376059105801897,0.48624163866,3.0833261013,9.14167499542
1504376059262227991,0.508580982685,3.07789754868,9.12721061707
1504376059575664450,0.552792489529,3.05367159843,9.08482646942
1504376059731335492,0.571825921535,3.04157209396,9.06939315796
1504376060044277211,0.589942634106,3.01258516312,9.0489397049
1504376060197715336,0.599311947823,3.00457882881,9.05084609985
1504376060383585805,0.602348506451,2.9987757206,9.04499816895
1504376060510873409,0.606258571148,2.99535369873,9.0401802063
1504376060664189919,0.609449982643,2.99252009392,9.03236293793
1504376060845781951,0.609398603439,2.98842549324,9.01454639435
1504376060974858045,0.606433570385,2.97906780243,8.98795795441
1504376061137452628,0.605054855347,2.96960902214,8.96774101257
1504376061296625649,0.603315293789,2.95901441574,8.94728088379
1504376061446469035,0.601360440254,2.94769048691,8.92589759827
1504376061607129139,0.604974627495,2.93606472015,8.92397785187
1504376061766697368,0.614485859871,2.91937470436,8.92121887207
1504376061914573410,0.626643836498,2.90629053116,8.91332054138
1504376062084443827,0.640647292137,2.90224051476,8.91125106812
1504376062216910181,0.654064953327,2.91348743439,8.90626907349
1504376062372275546,0.674437642097,2.93272709846,8.89709281921
1504376062538577785,0.694128274918,2.95582985878,8.88896751404
1504376062691820702,0.71081751585,2.9849011898,8.87996387482
1504376062838733515,0.723829209805,3.02673888206,8.86721420288
1504376063003694348,0.732148528099,3.06633377075,8.86868095398
1504376063144158932,0.727416038513,3.10918831825,8.8635559082
1504376063301904557,0.714709222317,3.15860199928,8.8480463028
1504376063479763255,0.693346619606,3.21794724464,8.82456207275
1504376063618104505,0.658122599125,3.2836766243,8.8114233017
1504376063782414974,0.634415388107,3.3513982296,8.79951667786
1504376063943235182,0.613262712955,3.41408753395,8.79429626465
1504376064091450859,0.594433367252,3.47035837173,8.79617500305
1504376064245001537,0.575944185257,3.51568365097,8.79610443115
1504376064410574193,0.561811506748,3.54326987267,8.80565547943
1504376064553898724,0.528422117233,3.56334018707,8.80500602722
1504376064706850808,0.489261090755,3.57203531265,8.80038166046
1504376064878695235,0.448795586824,3.57298636436,8.79930877686
1504376065025883360,0.414302706718,3.56982421875,8.81032848358
1504376065175016537,0.385722875595,3.56635808945,8.81824684143
1504376065325532162,0.356037318707,3.5612077713,8.81927680969
1504376065480217475,0.323361754417,3.55352377892,8.81443595886
1504376065642886538,0.283013552427,3.54310870171,8.80776786804
1504376065813984402,0.225961640477,3.52865481377,8.78196239471
1504376065952178361,0.16607286036,3.50938630104,8.75393676758
1504376066113361538,0.0930919274688,3.48041939735,8.72695636749
1504376066294517267,0.00935182813555,3.44268703461,8.70439434052
1504376066424302945,-0.0589450746775,3.40017962456,8.697681427
1504376066577149611,-0.146760180593,3.35192084312,8.70049762726
1504376066737794872,-0.242303803563,3.30769848824,8.69936656952
1504376066886242216,-0.344305932522,3.26818132401,8.69257926941
1504376067050766018,-0.446998625994,3.23359370232,8.68020248413
1504376067208977841,-0.578140556812,3.19195580482,8.66033744812
1504376067349552789,-0.6951212883,3.15890192986,8.65421390533
1504376067515180445,-0.800300240517,3.12805652618,8.64827919006
1504376067698432893,-0.896086812019,3.10014438629,8.64245033264
1504376067837559925,-0.983848750591,3.08050346375,8.6333322525
1504376067979955550,-1.06592178345,3.05133032799,8.62326526642
1504376068146266956,-1.15369987488,3.02080702782,8.61931037903
1504376068286153675,-1.24313271046,2.99156117439,8.61628246307
1504376068456767946,-1.32734894753,2.96953105927,8.61724376678
1504376068753950394,-1.52230119705,2.93635749817,8.63798713684
1504376068920017113,-1.60837972164,2.9222278595,8.65302181244
1504376069224958936,-1.77822196484,2.89868021011,8.65199279785
1504376069394536436,-1.86428868771,2.88409423828,8.63954925537
1504376069692034666,-2.04397916794,2.85813498497,8.62445926666
1504376069882871593,-2.13466477394,2.84463596344,8.62292480469
1504376070035137635,-2.22575426102,2.83346772194,8.6111164093
1504376070153159614,-2.30596756935,2.81764268875,8.59176826477
1504376070330459093,-2.39299106598,2.79915070534,8.57911968231
1504376070494799094,-2.49106240273,2.77895069122,8.58049297333
1504376070624314719,-2.58214044571,2.76299858093,8.57984828949
1504376070776678573,-2.66058754921,2.75396060944,8.58453273773
1504376071092826021,-2.84143590927,2.74462199211,8.5632314682
1504376071242716959,-2.94477152824,2.72921514511,8.55276966095
1504376071421218053,-3.05388855934,2.70708203316,8.54444217682
1504376071549852584,-3.15780758858,2.68644595146,8.53285980225
1504376071736889824,-3.25092673302,2.67091464996,8.52889537811
1504376071892271074,-3.33418226242,2.65908145905,8.5313243866
1504376072021666334,-3.42021656036,2.6430208683,8.53359508514
1504376072196315657,-3.51648569107,2.61725687981,8.54633808136
1504376072353890866,-3.60727000237,2.59167408943,8.55343055725
1504376072492316855,-3.70189857483,2.56307721138,8.55564975739
1504376072641430814,-3.80998420715,2.52851915359,8.55716896057
1504376072814304877,-3.91459131241,2.49534535408,8.56045627594
1504376072960528887,-4.02414560318,2.46263957024,8.55552577972
1504376073101351023,-4.12472486496,2.43569564819,8.5457611084
1504376073276649148,-4.22460365295,2.41464853287,8.53343105316
1504376073428749773,-4.34140777588,2.39465522766,8.52848720551
1504376073570898471,-4.44918775558,2.37910795212,8.51517295837
1504376073750102950,-4.54138803482,2.37331604958,8.48398590088
