%time,field.x,field.y,field.z
1504378069215521911,-4.09545183182,5.67023706436,-0.54983407259
1504378069395245505,-4.04668092728,5.60494852066,-0.552127242088
1504378069532400869,-3.985632658,5.52880954742,-0.5545129776
1504378069676655817,-3.94352769852,5.46880245209,-0.548421263695
1504378069859369775,-3.91179823875,5.41937303543,-0.544414758682
1504378069993395192,-3.87417721748,5.36820220947,-0.536287784576
1504378070152472380,-3.83106851578,5.30571603775,-0.535431742668
1504378070329529515,-3.78706622124,5.24815702438,-0.538320422173
1504378070455943629,-3.73767256737,5.19760990143,-0.535735189915
1504378070631966494,-3.69772338867,5.16717433929,-0.53506141901
1504378070780490296,-3.65329241753,5.13187646866,-0.530259549618
1504378070921033369,-3.61018848419,5.08493947983,-0.521263480186
1504378071076601702,-3.56678557396,5.04199504852,-0.52209097147
1504378071239150817,-3.52338075638,5.00357580185,-0.524318516254
1504378071381178056,-3.48402571678,4.95558023453,-0.527272701263
1504378071541191389,-3.43733930588,4.91768074036,-0.527333974838
1504378071716607014,-3.39597272873,4.88725662231,-0.523907721043
1504378071923764931,-3.34665679932,4.84589338303,-0.533317506313
1504378072236098108,-3.25343847275,4.74080038071,-0.553246498108
1504378072400215087,-3.20996260643,4.69931221008,-0.558282613754
1504378072739006441,-3.12998604774,4.61804580688,-0.55048841238
1504378072883482431,-3.09942269325,4.59450626373,-0.539075136185
1504378073221207014,-3.03991436958,4.54040527344,-0.505231738091
1504378073359484722,-3.01929688454,4.52058029175,-0.479074925184
1504378073690019930,-3.01193904877,4.45020103455,-0.228504687548
1504378073832509305,-3.02574110031,4.40113353729,0.0538191460073
1504378074151970451,-3.05712485313,4.28195905685,0.835210740566
1504378074295195659,-3.07824587822,4.25386714935,1.22383987904
1504378074619144357,-3.08896303177,4.2714138031,1.83389294147
1504378074759683576,-3.07644820213,4.27654409409,2.0572707653
1504378074965674096,-3.05272293091,4.26358366013,2.24888825417
1504378075091798836,-3.02940368652,4.24348640442,2.42888474464
1504378075238988107,-3.01086425781,4.22624444962,2.60150241852
1504378075552382690,-2.94221997261,4.22536325455,2.95235991478
1504378075716306440,-2.8601026535,4.24349737167,3.13028740883
1504378075891738575,-2.75002980232,4.26649522781,3.30534911156
1504378076031341596,-2.62171387672,4.27408695221,3.46565294266
1504378076171233211,-2.47486877441,4.24199724197,3.64605665207
1504378076354853002,-2.33964419365,4.17326068878,3.83609104156
1504378076472730919,-2.21851968765,4.08598279953,4.02683782578
1504378076632591387,-2.11131644249,3.99724698067,4.22187614441
1504378076834184460,-2.00267457962,3.91692972183,4.41472578049
1504378076937221023,-1.89235973358,3.83537554741,4.59736919403
1504378077096806491,-1.78251743317,3.75643205643,4.77070808411
1504378077294048418,-1.69232773781,3.70056414604,4.94214487076
1504378077409842950,-1.62222611904,3.6743209362,5.08453035355
1504378077558941752,-1.5981554985,3.67825293541,5.21269178391
